;concept:name;lifecycle:transition;time:timestamp;case:concept:name;concept:resource;concept:instance
22144;Contagem de ponto de funcao;begin;2025-10-06 11:08:49.751000+00:00;Demanda 0554;re10;13
22145;Contagem de ponto de funcao;complete;2025-10-06 13:08:49.751000+00:00;Demanda 0554;re10;13
22146;Elaborar caso de teste;begin;2025-10-06 19:19:00.751000+00:00;Demanda 0554;re11;14
22147;Elaborar caso de teste;complete;2025-10-07 13:19:00.751000+00:00;Demanda 0554;re11;14
22148;Review da entrega;begin;2025-10-06 12:27:27.751000+00:00;Demanda 0554;re7;15
22149;Review da entrega;complete;2025-10-06 13:27:27.751000+00:00;Demanda 0554;re7;15
22150;Corrigir erro;begin;2025-10-06 11:48:10.751000+00:00;Demanda 0554;re11;16
22151;Corrigir erro;complete;2025-10-06 13:48:10.751000+00:00;Demanda 0554;re11;16
22152;Contagem de ponto de funcao;begin;2025-10-06 09:51:15.751000+00:00;Demanda 0554;re11;17
22153;Contagem de ponto de funcao;complete;2025-10-06 13:51:15.751000+00:00;Demanda 0554;re11;17
22154;Contagem de ponto de funcao;begin;2025-10-06 09:52:52.751000+00:00;Demanda 0554;re10;18
22155;Contagem de ponto de funcao;complete;2025-10-06 13:52:52.751000+00:00;Demanda 0554;re10;18
22156;Executar teste;begin;2025-10-07 13:53:11.751000+00:00;Demanda 0554;re11;19
22157;Executar teste;complete;2025-10-07 03:53:11.751000+00:00;Demanda 0554;re11;19
22158;Atualizacao de requisitos funcionais;begin;2025-10-05 22:14:43.751000+00:00;Demanda 0554;re7;20
22159;Atualizacao de requisitos funcionais;complete;2025-10-06 10:14:43.751000+00:00;Demanda 0554;re7;20
22160;Documentacao de requisitos funcionais;begin;2025-10-05 22:32:34.751000+00:00;Demanda 0555;re4;1
22161;Documentacao de requisitos funcionais;complete;2025-10-06 06:32:34.751000+00:00;Demanda 0555;re4;1
22162;Contagem de ponto de funcao;begin;2025-10-05 22:38:21.751000+00:00;Demanda 0555;re4;2
22163;Contagem de ponto de funcao;complete;2025-10-06 06:38:21.751000+00:00;Demanda 0555;re4;2
22164;Contagem de ponto de funcao;begin;2025-10-06 05:45:01.751000+00:00;Demanda 0555;re5;3
22165;Contagem de ponto de funcao;complete;2025-10-06 06:45:01.751000+00:00;Demanda 0555;re5;3
22166;Publicar solucao;begin;2025-10-06 02:49:14.751000+00:00;Demanda 0555;re2;4
22167;Publicar solucao;complete;2025-10-06 06:49:14.751000+00:00;Demanda 0555;re2;4
22168;Manutencao de funcionalidade;begin;2025-10-06 03:40:54.751000+00:00;Demanda 0555;re5;5
22169;Manutencao de funcionalidade;complete;2025-10-06 07:40:54.751000+00:00;Demanda 0555;re5;5
22170;Planejamento de entrega;begin;2025-10-06 03:45:53.751000+00:00;Demanda 0555;re2;6
22171;Planejamento de entrega;complete;2025-10-06 07:45:53.751000+00:00;Demanda 0555;re2;6
22172;Contagem de ponto de funcao;begin;2025-10-05 23:49:27.751000+00:00;Demanda 0555;re5;7
22173;Contagem de ponto de funcao;complete;2025-10-06 07:49:27.751000+00:00;Demanda 0555;re5;7
22174;Contagem de ponto de funcao;begin;2025-10-06 07:00:04.751000+00:00;Demanda 0555;re2;8
22175;Contagem de ponto de funcao;complete;2025-10-06 08:00:04.751000+00:00;Demanda 0555;re2;8
22176;Review da entrega;begin;2025-10-06 07:11:00.751000+00:00;Demanda 0555;re4;9
22177;Review da entrega;complete;2025-10-06 08:11:00.751000+00:00;Demanda 0555;re4;9
22178;Construcao de funcionalidade;begin;2025-10-06 04:18:47.751000+00:00;Demanda 0555;re5;10
22179;Construcao de funcionalidade;complete;2025-10-06 08:18:47.751000+00:00;Demanda 0555;re5;10
22180;Publicar solucao;begin;2025-10-06 07:44:58.751000+00:00;Demanda 0555;re2;11
22181;Publicar solucao;complete;2025-10-06 08:44:58.751000+00:00;Demanda 0555;re2;11
22182;Contagem de ponto de funcao;begin;2025-10-06 00:51:43.751000+00:00;Demanda 0555;re2;12
22183;Contagem de ponto de funcao;complete;2025-10-06 08:51:43.751000+00:00;Demanda 0555;re2;12
22184;Contagem de ponto de funcao;begin;2025-10-06 08:00:21.751000+00:00;Demanda 0555;re2;13
22185;Contagem de ponto de funcao;complete;2025-10-06 09:00:21.751000+00:00;Demanda 0555;re2;13
22186;Elaborar caso de teste;begin;2025-10-06 15:07:40.751000+00:00;Demanda 0555;re5;14
22187;Elaborar caso de teste;complete;2025-10-07 09:07:40.751000+00:00;Demanda 0555;re5;14
22188;Gestao da demanda;begin;2025-10-06 01:21:48.751000+00:00;Demanda 0555;re4;15
22189;Gestao da demanda;complete;2025-10-06 09:21:48.751000+00:00;Demanda 0555;re4;15
22190;Corrigir erro;begin;2025-10-06 01:36:57.751000+00:00;Demanda 0555;re5;16
22191;Corrigir erro;complete;2025-10-06 09:36:57.751000+00:00;Demanda 0555;re5;16
22192;Contagem de ponto de funcao;begin;2025-10-06 07:38:19.751000+00:00;Demanda 0555;re4;17
22193;Contagem de ponto de funcao;complete;2025-10-06 09:38:19.751000+00:00;Demanda 0555;re4;17
22194;Contagem de ponto de funcao;begin;2025-10-06 08:45:45.751000+00:00;Demanda 0555;re2;18
22195;Contagem de ponto de funcao;complete;2025-10-06 09:45:45.751000+00:00;Demanda 0555;re2;18
22196;Executar teste;begin;2025-10-07 09:53:52.751000+00:00;Demanda 0555;re4;19
22197;Executar teste;complete;2025-10-06 23:53:52.751000+00:00;Demanda 0555;re4;19
22198;Atualizacao de requisitos funcionais;begin;2025-10-06 02:27:02.751000+00:00;Demanda 0555;re2;20
22199;Atualizacao de requisitos funcionais;complete;2025-10-06 06:27:02.751000+00:00;Demanda 0555;re2;20
22200;Documentacao de requisitos funcionais;begin;2025-10-05 10:19:13.751000+00:00;Demanda 0556;re11;1
22201;Documentacao de requisitos funcionais;complete;2025-10-06 02:19:13.751000+00:00;Demanda 0556;re11;1
22202;Contagem de ponto de funcao;begin;2025-10-06 01:06:31.751000+00:00;Demanda 0556;re7;2
22203;Contagem de ponto de funcao;complete;2025-10-06 03:06:31.751000+00:00;Demanda 0556;re7;2
22204;Contagem de ponto de funcao;begin;2025-10-06 02:15:10.751000+00:00;Demanda 0556;re11;3
22205;Contagem de ponto de funcao;complete;2025-10-06 03:15:10.751000+00:00;Demanda 0556;re11;3
22206;Publicar solucao;begin;2025-10-05 21:20:24.751000+00:00;Demanda 0556;re11;4
22207;Publicar solucao;complete;2025-10-06 03:20:24.751000+00:00;Demanda 0556;re11;4
22208;Gestao da demanda;begin;2025-10-05 23:29:53.751000+00:00;Demanda 0556;re11;5
22209;Gestao da demanda;complete;2025-10-06 03:29:53.751000+00:00;Demanda 0556;re11;5
22210;Planejamento de entrega;begin;2025-10-05 23:33:30.751000+00:00;Demanda 0556;re11;6
22211;Planejamento de entrega;complete;2025-10-06 03:33:30.751000+00:00;Demanda 0556;re11;6
22212;Contagem de ponto de funcao;begin;2025-10-06 02:45:34.751000+00:00;Demanda 0556;re7;7
22213;Contagem de ponto de funcao;complete;2025-10-06 03:45:34.751000+00:00;Demanda 0556;re7;7
22214;Contagem de ponto de funcao;begin;2025-10-06 02:50:20.751000+00:00;Demanda 0556;re10;8
22215;Contagem de ponto de funcao;complete;2025-10-06 03:50:20.751000+00:00;Demanda 0556;re10;8
22216;Manutencao de funcionalidade;begin;2025-10-05 16:03:05.751000+00:00;Demanda 0556;re10;9
22217;Manutencao de funcionalidade;complete;2025-10-06 04:03:05.751000+00:00;Demanda 0556;re10;9
22218;Construcao de funcionalidade;begin;2025-10-05 16:20:09.751000+00:00;Demanda 0556;re10;10
22219;Construcao de funcionalidade;complete;2025-10-06 04:20:09.751000+00:00;Demanda 0556;re10;10
22220;Publicar solucao;begin;2025-10-05 22:32:42.751000+00:00;Demanda 0556;re10;11
22221;Publicar solucao;complete;2025-10-06 04:32:42.751000+00:00;Demanda 0556;re10;11
22222;Contagem de ponto de funcao;begin;2025-10-06 03:46:51.751000+00:00;Demanda 0556;re7;12
22223;Contagem de ponto de funcao;complete;2025-10-06 04:46:51.751000+00:00;Demanda 0556;re7;12
22224;Contagem de ponto de funcao;begin;2025-10-06 03:07:40.751000+00:00;Demanda 0556;re11;13
22225;Contagem de ponto de funcao;complete;2025-10-06 05:07:40.751000+00:00;Demanda 0556;re11;13
22226;Elaborar caso de teste;begin;2025-10-06 11:12:26.751000+00:00;Demanda 0556;re11;14
22227;Elaborar caso de teste;complete;2025-10-06 21:12:26.751000+00:00;Demanda 0556;re11;14
22228;Review da entrega;begin;2025-10-06 03:22:42.751000+00:00;Demanda 0556;re11;15
22229;Review da entrega;complete;2025-10-06 05:22:42.751000+00:00;Demanda 0556;re11;15
22230;Corrigir erro;begin;2025-10-05 21:30:04.751000+00:00;Demanda 0556;re11;16
22231;Corrigir erro;complete;2025-10-06 05:30:04.751000+00:00;Demanda 0556;re11;16
22232;Contagem de ponto de funcao;begin;2025-10-06 01:37:01.751000+00:00;Demanda 0556;re11;17
22233;Contagem de ponto de funcao;complete;2025-10-06 05:37:01.751000+00:00;Demanda 0556;re11;17
22234;Contagem de ponto de funcao;begin;2025-10-06 01:37:24.751000+00:00;Demanda 0556;re11;18
22235;Contagem de ponto de funcao;complete;2025-10-06 05:37:24.751000+00:00;Demanda 0556;re11;18
22236;Executar teste;begin;2025-10-07 05:51:35.751000+00:00;Demanda 0556;re10;19
22237;Executar teste;complete;2025-10-06 18:51:35.751000+00:00;Demanda 0556;re10;19
22238;Atualizacao de requisitos funcionais;begin;2025-10-06 00:18:19.751000+00:00;Demanda 0556;re10;20
22239;Atualizacao de requisitos funcionais;complete;2025-10-06 02:18:19.751000+00:00;Demanda 0556;re10;20
22240;Documentacao de requisitos funcionais;begin;2025-10-05 20:34:12.751000+00:00;Demanda 0557;re2;1
22241;Documentacao de requisitos funcionais;complete;2025-10-05 22:34:12.751000+00:00;Demanda 0557;re2;1
22242;Contagem de ponto de funcao;begin;2025-10-05 18:38:54.751000+00:00;Demanda 0557;re1;2
22243;Contagem de ponto de funcao;complete;2025-10-05 22:38:54.751000+00:00;Demanda 0557;re1;2
22244;Contagem de ponto de funcao;begin;2025-10-05 20:42:18.751000+00:00;Demanda 0557;re14;3
22245;Contagem de ponto de funcao;complete;2025-10-05 22:42:18.751000+00:00;Demanda 0557;re14;3
22246;Publicar solucao;begin;2025-10-05 21:44:35.751000+00:00;Demanda 0557;re1;4
22247;Publicar solucao;complete;2025-10-05 22:44:35.751000+00:00;Demanda 0557;re1;4
22248;Construcao de funcionalidade;begin;2025-10-05 14:46:44.751000+00:00;Demanda 0557;re14;5
22249;Construcao de funcionalidade;complete;2025-10-05 22:46:44.751000+00:00;Demanda 0557;re14;5
22250;Planejamento de entrega;begin;2025-10-05 22:20:08.751000+00:00;Demanda 0557;re14;6
22251;Planejamento de entrega;complete;2025-10-05 23:20:08.751000+00:00;Demanda 0557;re14;6
22252;Contagem de ponto de funcao;begin;2025-10-05 21:42:06.751000+00:00;Demanda 0557;re14;7
22253;Contagem de ponto de funcao;complete;2025-10-05 23:42:06.751000+00:00;Demanda 0557;re14;7
22254;Contagem de ponto de funcao;begin;2025-10-05 15:44:13.751000+00:00;Demanda 0557;re14;8
22255;Contagem de ponto de funcao;complete;2025-10-05 23:44:13.751000+00:00;Demanda 0557;re14;8
22256;Manutencao de funcionalidade;begin;2025-10-04 23:49:42.751000+00:00;Demanda 0557;re2;9
22257;Manutencao de funcionalidade;complete;2025-10-05 23:49:42.751000+00:00;Demanda 0557;re2;9
22258;Publicar solucao;begin;2025-10-05 22:56:00.751000+00:00;Demanda 0557;re2;10
22259;Publicar solucao;complete;2025-10-05 23:56:00.751000+00:00;Demanda 0557;re2;10
22260;Gestao da demanda;begin;2025-10-05 16:05:46.751000+00:00;Demanda 0557;re2;11
22261;Gestao da demanda;complete;2025-10-06 00:05:46.751000+00:00;Demanda 0557;re2;11
22262;Contagem de ponto de funcao;begin;2025-10-05 22:42:33.751000+00:00;Demanda 0557;re2;12
22263;Contagem de ponto de funcao;complete;2025-10-06 00:42:33.751000+00:00;Demanda 0557;re2;12
22264;Contagem de ponto de funcao;begin;2025-10-05 22:44:01.751000+00:00;Demanda 0557;re14;13
22265;Contagem de ponto de funcao;complete;2025-10-06 00:44:01.751000+00:00;Demanda 0557;re14;13
22266;Elaborar caso de teste;begin;2025-10-06 07:13:34.751000+00:00;Demanda 0557;re1;14
22267;Elaborar caso de teste;complete;2025-10-07 01:13:34.751000+00:00;Demanda 0557;re1;14
22268;Review da entrega;begin;2025-10-05 23:19:35.751000+00:00;Demanda 0557;re1;15
22269;Review da entrega;complete;2025-10-06 01:19:35.751000+00:00;Demanda 0557;re1;15
22270;Corrigir erro;begin;2025-10-05 23:21:36.751000+00:00;Demanda 0557;re1;16
22271;Corrigir erro;complete;2025-10-06 01:21:36.751000+00:00;Demanda 0557;re1;16
22272;Contagem de ponto de funcao;begin;2025-10-06 00:56:29.751000+00:00;Demanda 0557;re2;17
22273;Contagem de ponto de funcao;complete;2025-10-06 01:56:29.751000+00:00;Demanda 0557;re2;17
22274;Contagem de ponto de funcao;begin;2025-10-05 17:56:32.751000+00:00;Demanda 0557;re1;18
22275;Contagem de ponto de funcao;complete;2025-10-06 01:56:32.751000+00:00;Demanda 0557;re1;18
22276;Executar teste;begin;2025-10-07 02:00:12.751000+00:00;Demanda 0557;re1;19
22277;Executar teste;complete;2025-10-06 22:00:12.751000+00:00;Demanda 0557;re1;19
22278;Atualizacao de requisitos funcionais;begin;2025-10-05 06:28:45.751000+00:00;Demanda 0557;re1;20
22279;Atualizacao de requisitos funcionais;complete;2025-10-05 22:28:45.751000+00:00;Demanda 0557;re1;20
22280;Documentacao de requisitos funcionais;begin;2025-10-05 10:14:29.751000+00:00;Demanda 0558;re12;1
22281;Documentacao de requisitos funcionais;complete;2025-10-05 18:14:29.751000+00:00;Demanda 0558;re12;1
22282;Contagem de ponto de funcao;begin;2025-10-05 17:19:42.751000+00:00;Demanda 0558;re12;2
22283;Contagem de ponto de funcao;complete;2025-10-05 18:19:42.751000+00:00;Demanda 0558;re12;2
22284;Contagem de ponto de funcao;begin;2025-10-05 10:26:49.751000+00:00;Demanda 0558;re13;3
22285;Contagem de ponto de funcao;complete;2025-10-05 18:26:49.751000+00:00;Demanda 0558;re13;3
22286;Publicar solucao;begin;2025-10-05 16:30:45.751000+00:00;Demanda 0558;re12;4
22287;Publicar solucao;complete;2025-10-05 18:30:45.751000+00:00;Demanda 0558;re12;4
22288;Construcao de funcionalidade;begin;2025-10-04 18:31:45.751000+00:00;Demanda 0558;re13;5
22289;Construcao de funcionalidade;complete;2025-10-05 18:31:45.751000+00:00;Demanda 0558;re13;5
22290;Planejamento de entrega;begin;2025-10-05 12:32:43.751000+00:00;Demanda 0558;re13;6
22291;Planejamento de entrega;complete;2025-10-05 18:32:43.751000+00:00;Demanda 0558;re13;6
22292;Contagem de ponto de funcao;begin;2025-10-05 16:46:45.751000+00:00;Demanda 0558;re13;7
22293;Contagem de ponto de funcao;complete;2025-10-05 18:46:45.751000+00:00;Demanda 0558;re13;7
22294;Contagem de ponto de funcao;begin;2025-10-05 17:14:39.751000+00:00;Demanda 0558;re13;8
22295;Contagem de ponto de funcao;complete;2025-10-05 19:14:39.751000+00:00;Demanda 0558;re13;8
22296;Manutencao de funcionalidade;begin;2025-10-04 20:10:01.751000+00:00;Demanda 0558;re12;9
22297;Manutencao de funcionalidade;complete;2025-10-05 20:10:01.751000+00:00;Demanda 0558;re12;9
22298;Publicar solucao;begin;2025-10-05 19:41:43.751000+00:00;Demanda 0558;re13;10
22299;Publicar solucao;complete;2025-10-05 20:41:43.751000+00:00;Demanda 0558;re13;10
22300;Review da entrega;begin;2025-10-05 15:03:18.751000+00:00;Demanda 0558;re12;11
22301;Review da entrega;complete;2025-10-05 21:03:18.751000+00:00;Demanda 0558;re12;11
22302;Contagem de ponto de funcao;begin;2025-10-05 19:17:12.751000+00:00;Demanda 0558;re12;12
22303;Contagem de ponto de funcao;complete;2025-10-05 21:17:12.751000+00:00;Demanda 0558;re12;12
22304;Contagem de ponto de funcao;begin;2025-10-05 19:23:52.751000+00:00;Demanda 0558;re12;13
22305;Contagem de ponto de funcao;complete;2025-10-05 21:23:52.751000+00:00;Demanda 0558;re12;13
22306;Elaborar caso de teste;begin;2025-10-06 03:51:32.751000+00:00;Demanda 0558;re13;14
22307;Elaborar caso de teste;complete;2025-10-06 17:51:32.751000+00:00;Demanda 0558;re13;14
22308;Gestao da demanda;begin;2025-10-05 20:56:10.751000+00:00;Demanda 0558;re12;15
22309;Gestao da demanda;complete;2025-10-05 21:56:10.751000+00:00;Demanda 0558;re12;15
22310;Corrigir erro;begin;2025-10-05 16:00:28.751000+00:00;Demanda 0558;re12;16
22311;Corrigir erro;complete;2025-10-05 22:00:28.751000+00:00;Demanda 0558;re12;16
22312;Contagem de ponto de funcao;begin;2025-10-05 21:00:36.751000+00:00;Demanda 0558;re12;17
22313;Contagem de ponto de funcao;complete;2025-10-05 22:00:36.751000+00:00;Demanda 0558;re12;17
22314;Contagem de ponto de funcao;begin;2025-10-05 20:03:52.751000+00:00;Demanda 0558;re13;18
22315;Contagem de ponto de funcao;complete;2025-10-05 22:03:52.751000+00:00;Demanda 0558;re13;18
22316;Executar teste;begin;2025-10-06 22:09:25.751000+00:00;Demanda 0558;re12;19
22317;Executar teste;complete;2025-10-06 11:09:25.751000+00:00;Demanda 0558;re12;19
22318;Atualizacao de requisitos funcionais;begin;2025-10-05 06:11:33.751000+00:00;Demanda 0558;re13;20
22319;Atualizacao de requisitos funcionais;complete;2025-10-05 18:11:33.751000+00:00;Demanda 0558;re13;20
22320;Documentacao de requisitos funcionais;begin;2025-10-05 02:27:54.751000+00:00;Demanda 0559;re6;1
22321;Documentacao de requisitos funcionais;complete;2025-10-05 14:27:54.751000+00:00;Demanda 0559;re6;1
22322;Contagem de ponto de funcao;begin;2025-10-05 11:02:51.751000+00:00;Demanda 0559;re6;2
22323;Contagem de ponto de funcao;complete;2025-10-05 15:02:51.751000+00:00;Demanda 0559;re6;2
22324;Contagem de ponto de funcao;begin;2025-10-05 11:17:26.751000+00:00;Demanda 0559;re8;3
22325;Contagem de ponto de funcao;complete;2025-10-05 15:17:26.751000+00:00;Demanda 0559;re8;3
22326;Publicar solucao;begin;2025-10-05 14:32:22.751000+00:00;Demanda 0559;re5;4
22327;Publicar solucao;complete;2025-10-05 15:32:22.751000+00:00;Demanda 0559;re5;4
22328;Construcao de funcionalidade;begin;2025-10-04 23:37:00.751000+00:00;Demanda 0559;re7;5
22329;Construcao de funcionalidade;complete;2025-10-05 15:37:00.751000+00:00;Demanda 0559;re7;5
22330;Planejamento de entrega;begin;2025-10-05 13:38:34.751000+00:00;Demanda 0559;re6;6
22331;Planejamento de entrega;complete;2025-10-05 15:38:34.751000+00:00;Demanda 0559;re6;6
22332;Contagem de ponto de funcao;begin;2025-10-05 13:41:32.751000+00:00;Demanda 0559;re6;7
22333;Contagem de ponto de funcao;complete;2025-10-05 15:41:32.751000+00:00;Demanda 0559;re6;7
22334;Contagem de ponto de funcao;begin;2025-10-05 07:41:39.751000+00:00;Demanda 0559;re8;8
22335;Contagem de ponto de funcao;complete;2025-10-05 15:41:39.751000+00:00;Demanda 0559;re8;8
22336;Manutencao de funcionalidade;begin;2025-10-05 11:58:11.751000+00:00;Demanda 0559;re6;9
22337;Manutencao de funcionalidade;complete;2025-10-05 15:58:11.751000+00:00;Demanda 0559;re6;9
22338;Review da entrega;begin;2025-10-05 10:05:16.751000+00:00;Demanda 0559;re5;10
22339;Review da entrega;complete;2025-10-05 16:05:16.751000+00:00;Demanda 0559;re5;10
22340;Publicar solucao;begin;2025-10-05 10:06:46.751000+00:00;Demanda 0559;re7;11
22341;Publicar solucao;complete;2025-10-05 16:06:46.751000+00:00;Demanda 0559;re7;11
22342;Contagem de ponto de funcao;begin;2025-10-05 12:07:17.751000+00:00;Demanda 0559;re8;12
22343;Contagem de ponto de funcao;complete;2025-10-05 16:07:17.751000+00:00;Demanda 0559;re8;12
22344;Contagem de ponto de funcao;begin;2025-10-05 15:20:46.751000+00:00;Demanda 0559;re5;13
22345;Contagem de ponto de funcao;complete;2025-10-05 16:20:46.751000+00:00;Demanda 0559;re5;13
22346;Elaborar caso de teste;begin;2025-10-05 22:24:03.751000+00:00;Demanda 0559;re7;14
22347;Elaborar caso de teste;complete;2025-10-06 16:24:03.751000+00:00;Demanda 0559;re7;14
22348;Gestao da demanda;begin;2025-10-05 14:50:04.751000+00:00;Demanda 0559;re7;15
22349;Gestao da demanda;complete;2025-10-05 16:50:04.751000+00:00;Demanda 0559;re7;15
22350;Corrigir erro;begin;2025-10-05 11:11:27.751000+00:00;Demanda 0559;re8;16
22351;Corrigir erro;complete;2025-10-05 17:11:27.751000+00:00;Demanda 0559;re8;16
22352;Contagem de ponto de funcao;begin;2025-10-05 13:25:56.751000+00:00;Demanda 0559;re7;17
22353;Contagem de ponto de funcao;complete;2025-10-05 17:25:56.751000+00:00;Demanda 0559;re7;17
22354;Contagem de ponto de funcao;begin;2025-10-05 15:29:38.751000+00:00;Demanda 0559;re9;18
22355;Contagem de ponto de funcao;complete;2025-10-05 17:29:38.751000+00:00;Demanda 0559;re9;18
22356;Executar teste;begin;2025-10-06 17:56:19.751000+00:00;Demanda 0559;re5;19
22357;Executar teste;complete;2025-10-06 13:56:19.751000+00:00;Demanda 0559;re5;19
22358;Atualizacao de requisitos funcionais;begin;2025-10-04 22:25:15.751000+00:00;Demanda 0559;re8;20
